period,district,active_shgs_no,amount,amount_of_loan_disbursed,appl_sponsored,cases_pending,disbursed_no,loan_disbursed,loan_disbursed_no,loan_sanctioned,loan_sanctioned_no,no_fo_shgs_credit_linked,no_of_active,no_of_active_shgs,no_of_cases,no_of_cases_pending,no_of_sponsored,no_of_sponsored_application,no_of_sponsored_application_in_fy_22_23,no_of_sponsored_application_in_fy_23_24,no_of_sponsored_application_in_fy_24_25,no_of_sponsored_application_in_fy_fy_24_25,pending_no,sanctioned_no,sep_g,sep_g_disburs_ed_by_branch,sep_g_disbursed_no,sep_g_sanctioned_no,sep_g_sponsord_ot_bank_branches,sep_g_target_for_fy_20_21,sep_i,sep_i_disburs_ed_by_branch,sep_i_disbursed_no,sep_i_sanctioned_no,sep_i_sponsord_ot_bank_branches,sep_i_target_for_fy_20_21,shg_credit_linkage,shg_credit_linkage_active_shgs,shg_credit_linkage_sponsord_ot_bank_branches,shg_loan_disbursed_no,shg_loan_sanctioned_no,sponsored_in_fy_21_22,sponsored_in_fy_22_23,sponsored_no,target_amount_of_sep_g_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_24_25,target_amount_of_sep_i_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_24_25,target_amount_of_shg_loan_to_be_disbursed_fy_23_24,target_amount_of_shg_loan_to_be_disbursed_fy_24_25,target_disb_no,target_for_2019_20_no,target_for_fy_2020_21_no,target_for_fy_20_21,target_fy_20_21_no,target_fy_21_22_no,target_fy_22_23,target_fy_22_23_no,target_fy_23_24,target_fy_24_25,target_fy_fy_22_23,target_fy_fy_23_24,target_fy_fy_24_25,total_pending,total_sponsored
June 2021,Kalimpong,,0.0,,,,0.0,,,,,,,124.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,0.0
June 2021,Kolkata,,0.0,,,,0.0,,,,,,,1457.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,0.0
June 2021,Malda,,0.0,,,,0.0,,,,,,,964.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,0.0
June 2021,Murshidabad,,0.0,,,,0.0,,,,,,,5285.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,0.0,2.0
June 2021,Nadia,,0.02,,,,1.0,,,,,,,5754.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,0.0,3.0
June 2021,North 24 Parganas,,0.0,,,,0.0,,,,,,,15576.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,3.0,1.0
June 2021,Paschim Bardhaman,,0.0,,,,0.0,,,,,,,2745.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,0.0
June 2021,Paschim Medinipur,,0.0,,,,0.0,,,,,,,3775.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,1.0,2.0
June 2021,Purba Bardhaman,,0.01,,,,1.0,,,,,,,3252.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,0.0,2.0
June 2021,Purba Medinipur,,0.0,,,,0.0,,,,,,,3344.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,0.0,2.0
June 2021,Purulia,,0.0,,,,0.0,,,,,,,1230.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,0.0,1.0
June 2021,South 24 Parganas,,0.0,,,,0.0,,,,,,,3489.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,0.0,1.0
June 2021,Uttar Dinajpur,,0.0,,,,0.0,,,,,,,2068.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,0.0
June 2022,Alipurduar,,0.0,,,,0.0,,,,,,,552.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.0,,,,,,0.0,
June 2022,Bankura,,0.0,,,,0.0,,,,,,,2425.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,0.0,
June 2022,Birbhum,,0.18,,,,12.0,,,,,,,3612.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,20.0,,,,,,0.0,
June 2022,Cooch Behar,,0.02,,,,1.0,,,,,,,1641.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,13.0,,,,,,0.0,
June 2022,Dakshin Dinajpur,,0.0,,,,0.0,,,,,,,1832.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.0,,,,,,0.0,
June 2022,Darjeeling,,0.0,,,,0.0,,,,,,,2306.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,15.0,,,,,,1.0,
June 2022,Hooghly,,0.03,,,,2.0,,,,,,,6041.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,28.0,,,,,,0.0,
June 2022,Howrah,,0.0,,,,0.0,,,,,,,1449.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,11.0,,,,,,0.0,
June 2022,Jalpaiguri,,0.0,,,,0.0,,,,,,,1575.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,9.0,,,,,,0.0,
June 2022,Jhargram,,0.0,,,,0.0,,,,,,,486.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,
June 2022,Kalimpong,,0.0,,,,0.0,,,,,,,178.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,
June 2022,Kolkata,,0.0,,,,0.0,,,,,,,968.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.0,,,,,,0.0,
June 2022,Malda,,0.0,,,,0.0,,,,,,,818.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,6.0,,,,,,0.0,
June 2022,Murshidabad,,0.0,,,,0.0,,,,,,,5547.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,32.0,,,,,,1.0,
June 2022,Nadia,,0.02,,,,1.0,,,,,,,5842.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,26.0,,,,,,0.0,
June 2022,North 24 Parganas,,0.03,,,,2.0,,,,,,,15663.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,74.0,,,,,,0.0,
June 2022,Paschim Bardhaman,,0.0,,,,0.0,,,,,,,2720.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10.0,,,,,,0.0,
June 2022,Paschim Medinipur,,0.0,,,,0.0,,,,,,,3988.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,16.0,,,,,,0.0,
June 2022,Purba Bardhaman,,0.02,,,,1.0,,,,,,,3487.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,14.0,,,,,,0.0,
June 2022,Purba Medinipur,,0.0,,,,0.0,,,,,,,3468.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,15.0,,,,,,0.0,
June 2022,Purulia,,0.0,,,,0.0,,,,,,,1154.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,8.0,,,,,,1.0,
June 2022,South 24 Parganas,,0.02,,,,1.0,,,,,,,3582.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,16.0,,,,,,0.0,
June 2022,Uttar Dinajpur,,0.0,,,,0.0,,,,,,,2125.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,15.0,,,,,,0.0,
June 2023,Alipurduar,,0.42,,,,,,,,,,,1319.0,,21.0,,,,44.0,,,,,,,0.0,2.0,,,,,1.0,1.0,,,,,,22.0,23.0,,,,,0.24,,,0.7,,2.78,,,,,,,,,,185.0,,,35.0,,,
June 2023,Bankura,,1.44,,,,,,,,,,,2547.0,,17.0,,,,119.0,,,,,,,1.0,1.0,,,,,8.0,8.0,,,,,,76.0,102.0,,,,,0.18,,,1.18,,4.68,,,,,,,,,,312.0,,,59.0,,,
June 2023,Birbhum,,2.35,,,,,,,,,,,3931.0,,349.0,,,,423.0,,,,,,,19.0,19.0,,,,,51.0,55.0,,,,,,124.0,122.0,,,,,0.48,,,3.74,,13.31,,,,,,,,,,887.0,,,187.0,,,
June 2023,Cooch Behar,,0.57,,,,,,,,,,,1818.0,,22.0,,,,51.0,,,,,,,0.0,0.0,,,,,8.0,8.0,,,,,,30.0,31.0,,,,,0.42,,,2.52,,6.6,,,,,,,,,,440.0,,,126.0,,,
June 2023,Dakshin Dinajpur,,0.63,,,,,,,,,,,1973.0,,14.0,,,,91.0,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,33.0,77.0,,,,,0.21,,,1.22,,5.93,,,,,,,,,,395.0,,,61.0,,,
June 2023,Darjeeling,,0.99,,,,,,,,,,,2499.0,,95.0,,,,146.0,,,,,,,0.0,0.0,,,,,2.0,1.0,,,,,,52.0,55.0,,,,,0.27,,,2.36,,7.2,,,,,,,,,,480.0,,,118.0,,,
June 2023,Hooghly,,3.36,,,,,,,,,,,6635.0,,357.0,,,,537.0,,,,,,,1.0,1.0,,,,,52.0,54.0,,,,,,177.0,182.0,,,,,0.78,,,5.82,,16.85,,,,,,,,,,1123.0,,,291.0,,,
June 2023,Howrah,,0.63,,,,,,,,,,,2013.0,,160.0,,,,192.0,,,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,33.0,34.0,,,,,0.18,,,2.08,,8.16,,,,,,,,,,544.0,,,104.0,,,
June 2023,Jalpaiguri,,2.6,,,,,,,,,,,1841.0,,49.0,,,,186.0,,,,,,,1.0,1.0,,,,,6.0,7.0,,,,,,137.0,137.0,,,,,0.24,,,1.76,,4.46,,,,,,,,,,297.0,,,88.0,,,
June 2023,Jhargram,,0.06,,,,,,,,,,,529.0,,6.0,,,,9.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,3.0,3.0,,,,,0.03,,,0.4,,1.31,,,,,,,,,,87.0,,,20.0,,,
June 2023,Kalimpong,,0.08,,,,,,,,,,,192.0,,0.0,,,,4.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,4.0,4.0,,,,,0.15,,,0.34,,1.2,,,,,,,,,,80.0,,,17.0,,,
June 2023,Kolkata,,1.21,,,,,,,,,,,1801.0,,202.0,,,,261.0,,,,,,,0.0,0.0,,,,,19.0,19.0,,,,,,64.0,66.0,,,,,0.15,,,2.4,,4.5,,,,,,,,,,300.0,,,120.0,,,
June 2023,Malda,,0.25,,,,,,,,,,,912.0,,56.0,,,,66.0,,,,,,,2.0,2.0,,,,,1.0,1.0,,,,,,13.0,10.0,,,,,0.15,,,0.9,,3.93,,,,,,,,,,262.0,,,45.0,,,
June 2023,Murshidabad,,2.89,,,,,,,,,,,6030.0,,92.0,,,,233.0,,,,,,,1.0,1.0,,,,,16.0,16.0,,,,,,152.0,147.0,,,,,0.72,,,3.88,,15.32,,,,,,,,,,1021.0,,,194.0,,,
June 2023,Nadia,,4.42,,,,,,,,,,,6459.0,,272.0,,,,522.0,,,,,,,0.0,0.0,,,,,43.0,47.0,,,,,,233.0,269.0,,,,,0.72,,,5.04,,17.4,,,,,,,,,,1160.0,,,252.0,,,
June 2023,North 24 Parganas,,10.25,,,,,,,,,,,17095.0,,619.0,,,,1144.0,,,,,,,4.0,4.0,,,,,81.0,95.0,,,,,,540.0,553.0,,,,,1.71,,,12.92,,48.0,,,,,,,,,,3200.0,,,646.0,,,
June 2023,Paschim Bardhaman,,1.31,,,,,,,,,,,3184.0,,305.0,,,,359.0,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,69.0,68.0,,,,,0.27,,,2.0,,9.03,,,,,,,,,,602.0,,,100.0,,,
June 2023,Paschim Medinipur,,2.49,,,,,,,,,,,4338.0,,176.0,,,,311.0,,,,,,,0.0,1.0,,,,,12.0,12.0,,,,,,131.0,138.0,,,,,0.57,,,3.66,,9.87,,,,,,,,,,658.0,,,183.0,,,
June 2023,Purba Bardhaman,,2.47,,,,,,,,,,,3751.0,,67.0,,,,182.0,,,,,,,2.0,2.0,,,,,5.0,6.0,,,,,,130.0,119.0,,,,,0.36,,,3.34,,7.53,,,,,,,,,,502.0,,,167.0,,,
June 2023,Purba Medinipur,,1.71,,,,,,,,,,,3417.0,,262.0,,,,352.0,,,,,,,4.0,4.0,,,,,3.0,5.0,,,,,,90.0,94.0,,,,,0.57,,,2.32,,5.49,,,,,,,,,,366.0,,,116.0,,,
June 2023,Purulia,,0.87,,,,,,,,,,,1250.0,,16.0,,,,58.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,46.0,46.0,,,,,0.12,,,1.14,,2.85,,,,,,,,,,190.0,,,57.0,,,
June 2023,South 24 Parganas,,1.77,,,,,,,,,,,4075.0,,239.0,,,,348.0,,,,,,,1.0,1.0,,,,,24.0,23.0,,,,,,93.0,110.0,,,,,0.39,,,3.2,,12.36,,,,,,,,,,824.0,,,160.0,,,
June 2023,Uttar Dinajpur,,0.4,,,,,,,,,,,2362.0,,148.0,,,,181.0,,,,,,,0.0,0.0,,,,,7.0,7.0,,,,,,21.0,35.0,,,,,0.66,,,1.9,,7.35,,,,,,,,,,490.0,,,95.0,,,
June 2024,Alipurduar,,0.0,,,,,,,,,,,1353.0,,7.0,,,,,7.0,15.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,19.0,13.0,,,,,,12.5,,,60.0,,262.5,,,,,,,,,,8.0,,,30.0,,
June 2024,Bankura,,2.21,,,,,,,,,,,2482.0,,11.0,,,,,33.0,58.0,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,62.0,51.0,,,,,,36.0,,,132.0,,301.5,,,,,,,,,,9.0,,,66.0,,
June 2024,Birbhum,,16.58,,,,,,,,,,,4163.0,,19.0,,,,,66.0,96.0,,,,,3.0,4.0,,,,,15.0,15.0,,,,,,74.0,73.0,,,,,,76.0,,,370.0,,936.0,,,,,,,,,,18.0,,,185.0,,
June 2024,Cooch Behar,,15.48,,,,,,,,,,,1912.0,,12.0,,,,,38.0,117.0,,,,,1.0,1.0,,,,,14.0,14.0,,,,,,44.0,42.0,,,,,,26.0,,,228.0,,439.5,,,,,,,,,,11.0,,,114.0,,
June 2024,Dakshin Dinajpur,,4.42,,,,,,,,,,,2083.0,,5.0,,,,,9.0,49.0,,,,,0.0,0.0,,,,,4.0,4.0,,,,,,24.0,29.0,,,,,,24.0,,,100.0,,436.5,,,,,,,,,,7.0,,,50.0,,
June 2024,Darjeeling,,5.53,,,,,,,,,,,2681.0,,0.0,,,,,5.0,41.0,,,,,1.0,1.0,,,,,5.0,5.0,,,,,,37.0,39.0,,,,,,32.0,,,190.0,,691.5,,,,,,,,,,10.0,,,95.0,,
June 2024,Hooghly,,8.84,,,,,,,,,,,7067.0,,19.0,,,,,28.0,252.0,,,,,1.0,2.0,,,,,8.0,9.0,,,,,,154.0,159.0,,,,,,60.5,,,576.0,,1543.5,,,,,,,,,,25.0,,,288.0,,
June 2024,Howrah,,0.0,,,,,,,,,,,1746.0,,6.0,,,,,6.0,110.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,39.0,39.0,,,,,,28.0,,,170.0,,598.5,,,,,,,,,,8.0,,,85.0,,
June 2024,Jalpaiguri,,0.0,,,,,,,,,,,2113.0,,3.0,,,,,3.0,201.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,110.0,99.0,,,,,,16.5,,,156.0,,381.0,,,,,,,,,,7.0,,,78.0,,
June 2024,Jhargram,,0.0,,,,,,,,,,,541.0,,0.0,,,,,0.0,27.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,6.0,6.0,,,,,,4.0,,,30.0,,91.5,,,,,,,,,,2.0,,,15.0,,
June 2024,Kalimpong,,0.0,,,,,,,,,,,218.0,,0.0,,,,,0.0,7.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,25.0,,,40.0,,112.5,,,,,,,,,,5.0,,,20.0,,
June 2024,Kolkata,,0.0,,,,,,,,,,,1829.0,,5.0,,,,,5.0,255.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,104.0,113.0,,,,,,50.0,,,238.0,,390.0,,,,,,,,,,5.0,,,119.0,,
June 2024,Malda,,0.0,,,,,,,,,,,1104.0,,1.0,,,,,1.0,56.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,,,24.0,23.0,,,,,,18.0,,,92.0,,310.5,,,,,,,,,,6.0,,,46.0,,
June 2024,Murshidabad,,51.96,,,,,,,,,,,6391.0,,2.0,,,,,31.0,159.0,,,,,0.0,0.0,,,,,47.0,48.0,,,,,,85.0,89.0,,,,,,103.5,,,406.0,,1366.5,,,,,,,,,,24.0,,,203.0,,
June 2024,Nadia,,13.27,,,,,,,,,,,6842.0,,0.0,,,,,13.0,122.0,,,,,0.0,0.0,,,,,12.0,15.0,,,,,,136.0,186.0,,,,,,66.5,,,492.0,,1543.5,,,,,,,,,,23.0,,,246.0,,
June 2024,North 24 Parganas,,56.39,,,,,,,,,,,17461.0,,26.0,,,,,101.0,672.0,,,,,0.0,1.0,,,,,51.0,50.0,,,,,,407.0,433.0,,,,,,168.5,,,1200.0,,4305.0,,,,,,,,,,58.0,,,600.0,,
June 2024,Paschim Bardhaman,,0.0,,,,,,,,,,,2859.0,,21.0,,,,,44.0,259.0,,,,,0.0,3.0,,,,,0.0,0.0,,,,,,127.0,108.0,,,,,,16.8,,,200.0,,855.0,,,,,,,,,,9.0,,,100.0,,
June 2024,Paschim Medinipur,,18.8,,,,,,,,,,,4629.0,,5.0,,,,,24.0,103.0,,,,,0.0,2.0,,,,,17.0,19.0,,,,,,86.0,84.0,,,,,,48.5,,,314.0,,667.5,,,,,,,,,,19.0,,,157.0,,
June 2024,Purba Bardhaman,,4.42,,,,,,,,,,,3943.0,,11.0,,,,,16.0,80.0,,,,,0.0,0.0,,,,,4.0,5.0,,,,,,67.0,60.0,,,,,,40.5,,,276.0,,640.5,,,,,,,,,,10.0,,,138.0,,
June 2024,Purba Medinipur,,5.53,,,,,,,,,,,3698.0,,7.0,,,,,12.0,83.0,,,,,2.0,2.0,,,,,5.0,5.0,,,,,,44.0,45.0,,,,,,39.0,,,252.0,,352.5,,,,,,,,,,15.0,,,126.0,,
June 2024,Purulia,,0.0,,,,,,,,,,,1305.0,,4.0,,,,,4.0,34.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,14.0,14.0,,,,,,9.0,,,120.0,,285.0,,,,,,,,,,4.0,,,60.0,,
June 2024,South 24 Parganas,,7.74,,,,,,,,,,,4276.0,,6.0,,,,,13.0,131.0,,,,,0.0,0.0,,,,,7.0,7.0,,,,,,96.0,80.0,,,,,,33.0,,,270.0,,1111.5,,,,,,,,,,10.0,,,135.0,,
June 2024,Uttar Dinajpur,,5.53,,,,,,,,,,,2560.0,,3.0,,,,,8.0,89.0,,,,,0.0,0.0,,,,,5.0,5.0,,,,,,62.0,64.0,,,,,,47.5,,,192.0,,600.0,,,,,,,,,,26.0,,,96.0,,
March 2017,Alipurduar,,,,,,,,,,,148.0,,520.0,,,,,,,,,,,0.0,,,,0.0,,40.0,,,,81.0,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Bankura,,,,,,,,,,,10.0,,903.0,,,,,,,,,,,0.0,,,,0.0,,33.0,,,,97.0,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Birbhum,,,,,,,,,,,56.0,,1434.0,,,,,,,,,,,0.0,,,,0.0,,102.0,,,,319.0,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Cooch Behar,,,,,,,,,,,56.0,,894.0,,,,,,,,,,,0.0,,,,0.0,,33.0,,,,33.0,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Dakshin Dinajpur,,,,,,,,,,,170.0,,1114.0,,,,,,,,,,,9.0,,,,0.0,,0.0,,,,83.0,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Darjeeling,,,,,,,,,,,162.0,,1157.0,,,,,,,,,,,0.0,,,,0.0,,123.0,,,,309.0,,,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Hooghly,,,,,,,,,,,22.0,,2363.0,,,,,,,,,,,0.0,,,,0.0,,92.0,,,,638.0,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Howrah,,,,,,,,,,,0.0,,368.0,,,,,,,,,,,0.0,,,,4.0,,3.0,,,,165.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Jalpaiguri,,,,,,,,,,,129.0,,666.0,,,,,,,,,,,0.0,,,,0.0,,46.0,,,,239.0,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Kolkata,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Malda,,,,,,,,,,,65.0,,396.0,,,,,,,,,,,0.0,,,,0.0,,2.0,,,,83.0,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Murshidabad,,,,,,,,,,,77.0,,2183.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,83.0,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Nadia,,,,,,,,,,,111.0,,3429.0,,,,,,,,,,,0.0,,,,0.0,,148.0,,,,435.0,,,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,North 24 Parganas,,,,,,,,,,,317.0,,8807.0,,,,,,,,,,,38.0,,,,46.0,,136.0,,,,2011.0,,,,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Paschim Medinipur,,,,,,,,,,,153.0,,2024.0,,,,,,,,,,,0.0,,,,0.0,,63.0,,,,226.0,,,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Purba Bardhaman,,,,,,,,,,,,,2331.0,,,,,,,,,,,0.0,,,,0.0,,39.0,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Purba Medinipur,,,,,,,,,,,93.0,,1816.0,,,,,,,,,,,0.0,,,,0.0,,16.0,,,,112.0,,,,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Purulia,,,,,,,,,,,62.0,,460.0,,,,,,,,,,,0.0,,,,0.0,,71.0,,,,196.0,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,South 24 Parganas,,,,,,,,,,,3.0,,1316.0,,,,,,,,,,,0.0,,,,0.0,,17.0,,,,140.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2017,Uttar Dinajpur,,,,,,,,,,,93.0,,1075.0,,,,,,,,,,,42.0,,,,74.0,,79.0,,,,336.0,,,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,24.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,87.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,209.0,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,156.0,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,112.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,203.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,473.0,,,,,,1427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,262.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,124.0,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,30.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,30.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,100.0,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,147.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,186.0,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,412.0,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,974.0,,,,,,3900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,518.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,303.0,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
